,ConfirmedCases,Fatalities,R,HospitalizedCases,CriticalCases,Date,CountryName,ExposedCases,RecoveredCases,InfectiousCases,t_hosp,t_crit,m,c,f
2020-02-24,1.0,0.0,2.7470225016580163,0.0,0.0,2020-02-24,Afghanistan,0.0,0.0,1.0,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-02-25,1.0714792228153776,0.00017782741648885076,2.7448409065084216,0.1307059848124342,0.002971027637507116,2020-02-25,Afghanistan,0.7531201847408168,0.16644913972788716,0.7711752432210602,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-02-26,0.0,0.0425563480956509,2.7395198903094675,2.3547171033959553,-0.17388816653055997,2020-02-26,Afghanistan,10.202013600741228,0.8647785471191547,-4.219221470537176,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-02-27,0.0,0.12224054628397854,2.731596838767611,6.432348800200073,-0.5093091520046455,2020-02-27,Afghanistan,27.3649983730657,2.0410631762090157,-13.425528206141902,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-02-28,0.0,0.18823058853711494,2.721342080688678,9.730957814320611,-0.7773619007380589,2020-02-28,Afghanistan,41.28609898069521,3.047268506259503,-20.81264536539767,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-02-29,0.0,0.20813299706500724,2.7089522106249757,10.574892511472648,-0.8341509855603483,2020-02-29,Afghanistan,44.993720293969886,3.472749145805233,-22.536172152450145,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-01,0.0,0.1681606497319064,2.6945899574996006,8.245492883990488,-0.6178155801773023,2020-03-01,Afghanistan,35.50064757458924,3.1442488326534113,-16.942406573786208,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-02,0.4632488673631146,0.07313278005636768,2.6783993284343635,2.98109055082767,-0.14852945917094598,2020-03-02,Afghanistan,13.804046475611784,2.1259004338838197,-4.568345438233797,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-03,8.972524325655538,0.0,2.6605126939880495,-4.022991242443014,0.471499002000454,2020-03-03,Afghanistan,-15.114536958544656,0.7192259458488302,11.858315643038017,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-04,17.156127140088913,0.0,2.641054475083617,-10.614437623629593,1.0580268270023938,2020-03-04,Afghanistan,-42.28917629210305,-0.5368635058266026,27.419182256518994,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-05,21.584931571791266,0.0,2.620143169062948,-13.683942093920763,1.3447764386241294,2020-03-05,Afghanistan,-54.76956469792708,-0.866067666244933,35.005161186357604,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-06,17.849485597074153,0.0,2.5978924842509565,-9.230489078401085,0.9888190051956963,2020-03-06,Afghanistan,-35.93181453417977,0.7278577666965508,25.474391478801994,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-07,8.99824083971888,0.09350089068626147,2.5744119662923555,0.1537095409569063,0.2097842922621423,2020-03-07,Afghanistan,2.538097609190103,3.595026010875096,4.946220104938475,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-08,6.36421357284053,0.18986835958389603,2.5498073243383814,3.9938095117040726,-0.08006954762225142,2020-03-08,Afghanistan,18.596254917385494,5.240093365505874,-2.9794881163310616,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-09,12.517196615959238,0.12904881485799574,2.5241805776232153,-0.14536857307229273,0.33370065388860226,2020-03-09,Afghanistan,2.9886356389232547,5.105316952854485,7.094498767430446,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-10,20.16886471798843,0.050608269857231276,2.4976300957680775,-5.41789376767871,0.8515699274085153,2020-03-10,Afghanistan,-17.10543391641536,4.818317722131163,19.866262566270226,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-11,18.16118960779591,0.1696064956551613,2.4702505790637703,-1.277912573989562,0.548771180922122,2020-03-11,Afghanistan,-0.32989349881753344,6.87320106724089,11.8475234379673,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-12,16.321422374260877,0.2987585663464782,2.442133008607484,3.0674457260814916,0.23639001913554125,2020-03-12,Afghanistan,17.018181578824972,9.139967217715846,3.578860844981522,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
2020-03-13,19.240156655733614,0.3462422470029673,2.4133645858266823,3.165955267889729,0.31176018185069426,2020-03-13,Afghanistan,18.399077599885246,10.632478665684221,4.783720293306001,3.6176961908109906,6.4591613486199595,0.5000265742950026,0.1619946016042631,1.0
